program-name,current-version,experimental-version,status
tikz-trackschematic-0.7.1,tex,tex,SAME
probsoln-3.05,tex,tex,SAME
pdfpc-0.7.1,tex,tex,SAME
duotenzor-1.00,tex,tex,SAME
numericplots-2.0.2,tex,tex,SAME
minim-math-2025-1.5,tex,tex,SAME
fontch-2.2,tex,tex,SAME
historische-zeitschrift-1.2,tex,tex,SAME
powerdot-tuliplab-1.0.0,tex,tex,SAME
physconst-1.1.2,tex,tex,SAME
cmbright-8.1,tex,tex,SAME
oubraces-21833,tex,tex,SAME
nostarch-2.4,tex,tex,SAME
perception-48861,tex,tex,SAME
mflogo-font-1.002,tex,tex,SAME
polytable-0.8.6,tex,tex,SAME
readablecv-4.0,tex,tex,SAME
pdf-trans-2.4,tex,tex,SAME
selnolig-0.302,tex,tex,SAME
ibycus-babel-3.0,tex,tex,SAME
foreign-2.7,tex,tex,SAME
euromoney-0.1.1,tex,tex,SAME
tikz-dimline-1.0,tex,tex,SAME
phonetic-56468,tex,tex,SAME
cmarrows-0.9,tex,tex,SAME
xpicture-1.2a,tex,tex,SAME
texmate-2,tex,tex,SAME
fontname-74432,tex,tex,SAME
table-fct-1.1,tex,tex,SAME
aeguill-15878,tex,tex,SAME
utexasthesis-1.0,tex,tex,SAME
gfsdidot-69112,tex,tex,SAME
pnas2009-1.0,tex,tex,SAME
gobble-0.2,tex,tex,SAME
uassign-1.01,tex,tex,SAME
pgf-3.1.10,tex,tex,SAME
wasysym-2.4,tex,tex,SAME
keyreader-0.5b,tex,tex,SAME
epstopdf-pkg-2.11,tex,tex,SAME
draftcopy-2.16,tex,tex,SAME
pdfmanagement-testphase-0.96p,tex,tex,SAME
dvips-70015,tex,tex,SAME
randbild-0.2,tex,tex,SAME
unicode-bidi-0.01,tex,tex,SAME
antanilipsum-0.8.1,tex,tex,SAME
doi-48634,tex,tex,SAME
diabetes-logbook-54810,tex,tex,SAME
syntax-15878,tex,tex,SAME
ifmtarg-1.2b,tex,tex,SAME
thinsp-0.2,tex,tex,SAME
a4wide-20943,tex,tex,SAME
datetime2-danish-1.1,tex,tex,SAME
crosswrd-3.0,tex,tex,SAME
rutitlepage-3.0,tex,tex,SAME
subfig-1.3,tex,tex,SAME
bytefield-2.9,tex,tex,SAME
smalltableof-20333,tex,tex,SAME
color-edits-1.1,tex,tex,SAME
c90-60830,tex,tex,SAME
xargs-1.1,tex,tex,SAME
mi-solns-0.6,tex,tex,SAME
charissil-6.101,tex,tex,SAME
sffms-2.0,tex,tex,SAME
program-3.3.14,tex,tex,SAME
concprog-18791,tex,tex,SAME
jknapltx-19440,tex,tex,SAME
newcomputermodern-7.0.1,tex,tex,SAME
semtex-0.45,tex,tex,SAME
synproof-1.0,tex,tex,SAME
bookest-1.1,tex,tex,SAME
sidenotesplus-1.05,tex,tex,SAME
vwcol-0.2,tex,tex,SAME
beamertools-0.1,tex,tex,SAME
lkproof-3.1,tex,tex,SAME
minim-2025-1.7,tex,tex,SAME
frontespizio-1.4a,tex,tex,SAME
schule-0.10.0,tex,tex,SAME
levy-21750,tex,tex,SAME
thumb-1.0,tex,tex,SAME
uptex-fonts-68297,tex,tex,SAME
fbithesis-1.2m,tex,tex,SAME
mtgreek-1.1+,tex,tex,SAME
pst-poly-1.63,tex,tex,SAME
fast-diagram-1.1,tex,tex,SAME
tex-ini-files-68920,tex,tex,SAME
biblatex-mla-2.1a,tex,tex,SAME
textglos-1.0,tex,tex,SAME
hepthesis-1.5.2,tex,tex,SAME
tocbibind-1.5k,tex,tex,SAME
spbmark-1.46x,tex,tex,SAME
venturisadf-2.0,tex,tex,SAME
titlepic-1.2,tex,tex,SAME
ditaa-0.9,tex,tex,SAME
cloze-1.6,tex,tex,SAME
ffslides-38895,tex,tex,SAME
edmargin-1.2,tex,tex,SAME
tikzposter-2.0,tex,tex,SAME
lsc-15878,tex,tex,SAME
begriff-1.6,tex,tex,SAME
iscram-1.1,tex,tex,SAME
swebib-15878,tex,tex,SAME
xytree-1.5,tex,tex,SAME
xcjk2uni-1.0,tex,tex,SAME
pgf-umlsd-0.7,tex,tex,SAME
harvard-2.0.5,tex,tex,SAME
cs-techrep-0.6,tex,tex,SAME
pdfarticle-1.0,tex,tex,SAME
biblatex-readbbl-0.01,tex,tex,SAME
psnfss-9.3,tex,tex,SAME
tokcycle-1.42,tex,tex,SAME
hagenberg-thesis-74267,tex,tex,SAME
beamer2thesis-2.2,tex,tex,SAME
texments-0.2.0,tex,tex,SAME
picinpar-1.3,tex,tex,SAME
glossaries-spanish-1.0,tex,tex,SAME
inter-68966,tex,tex,SAME
aucklandthesis-51323,tex,tex,SAME
babel-malay-1.0m,tex,tex,SAME
showhyphenation-0.3,tex,tex,SAME
datetime2-italian-1.3,tex,tex,SAME
pst-pulley-0.02,tex,tex,SAME
forum-64566,tex,tex,SAME
tex4ebook-0.4a,tex,tex,SAME
thaispec-2021.03.01,tex,tex,SAME
emotion-0.2,tex,tex,SAME
quotmark-1.0,tex,tex,SAME
datetime2-esperanto-1.1,tex,tex,SAME
pst-qtree-15878,tex,tex,SAME
gfnotation-2.9,tex,tex,SAME
stix-1.1.3,tex,tex,SAME
auxhook-1.6,tex,tex,SAME
robust-externalize-2.9,tex,tex,SAME
xprintlen-1.0,tex,tex,SAME
extsizes-1.4a,tex,tex,SAME
protocol-1.13,tex,tex,SAME
background-2.1,tex,tex,SAME
beamertheme-epyt-1.0,tex,tex,SAME
vdmlisting-1.1,tex,tex,SAME
bbcard-19440,tex,tex,SAME
pxjodel-0.3,tex,tex,SAME
pagenote-1.1a,tex,tex,SAME
upmethodology-20221004,tex,tex,SAME
lete-sans-math-0.45,tex,tex,SAME
pxgreeks-1.0,tex,tex,SAME
isodate-2.28,tex,tex,SAME
plipsum-4.3,tex,tex,SAME
ifis-macros-1.0,tex,tex,SAME
expex-5.1b,tex,tex,SAME
cyrillic-71408,tex,tex,SAME
datetime2-magyar-1.1,tex,tex,SAME
etoc-1.2d,tex,tex,SAME
blox-2.51,tex,tex,SAME
zxjafont-1.3,tex,tex,SAME
chemschemex-1.2,tex,tex,SAME
circledsteps-1.3.3,tex,tex,SAME
wrapfig2-7.0.2,tex,tex,SAME
bfh-ci-2.2.1,tex,tex,SAME
gensymb-1.0.2,tex,tex,SAME
etsvthor-1.0,tex,tex,SAME
chronosys-1.2,tex,tex,SAME
sourcecodepro-2.7,tex,tex,SAME
ryersonsgsthesis-1.0.3,tex,tex,SAME
wnri-22459,tex,tex,SAME
lambdax-1.1,tex,tex,SAME
flowchart-3.3,tex,tex,SAME
erewhon-1.122,tex,tex,SAME
bangtex-55475,tex,tex,SAME
suftesi-3.2.6,tex,tex,SAME
pst-electricfield-0.14,tex,tex,SAME
a5comb-4,tex,tex,SAME
luaplot-1.5,tex,tex,SAME
polyglossia-2.4,tex,tex,SAME
ling-macros-42268,tex,tex,SAME
outlining-0.1,tex,tex,SAME
evangelion-jfm-1.0.5_c,tex,tex,SAME
xecyr-1.2,tex,tex,SAME
ifsym-24868,tex,tex,SAME
hackthefootline-46494,tex,tex,SAME
songbook-4.5,tex,tex,SAME
marathi-1.7,tex,tex,SAME
listingsutf8-1.5,tex,tex,SAME
eepic-1.1e,tex,tex,SAME
hlist-0.11,tex,tex,SAME
tap-0.77,tex,tex,SAME
cooltooltips-1.1,tex,tex,SAME
media9-1.29,tex,tex,SAME
decimalcomma-1.4,tex,tex,SAME
pacioli-24947,tex,tex,SAME
hypdestopt-2.8,tex,tex,SAME
lilyglyphs-0.2.4,tex,tex,SAME
biochemistry-colors-1.00,tex,tex,SAME
bera-20031,tex,tex,SAME
eqexpl-1.1.1,tex,tex,SAME
beamertheme-npbt-4.1,tex,tex,SAME
pangram-0.0c,tex,tex,SAME
fancyqr-2.2,tex,tex,SAME
datetime2-croatian-1.0,tex,tex,SAME
hvindex-0.04a,tex,tex,SAME
babel-japanese-57733,tex,tex,SAME
fn2end-1.1,tex,tex,SAME
censor-4.3,tex,tex,SAME
beamertheme-focus-3.4.0,tex,tex,SAME
epigraph-1.5e,tex,tex,SAME
fnbreak-1.40,tex,tex,SAME
spath3-2.8,tex,tex,SAME
nl-interval-1.0,tex,tex,SAME
pst-dart-0.03,tex,tex,SAME
neuralnetwork-1.0,tex,tex,SAME
chemsec-1.12a,tex,tex,SAME
greektex-28327,tex,tex,SAME
babel-french-3.6c,tex,tex,SAME
semproc-0.1,tex,tex,SAME
boondox-1.02d,tex,tex,SAME
beameraudience-0.1,tex,tex,SAME
memexsupp-0.1,tex,tex,SAME
sttools-3.0,tex,tex,SAME
skeldoc-0.1.3,tex,tex,SAME
sesstime-1.12,tex,tex,SAME
datetime2-bulgarian-1.1,tex,tex,SAME
gcard-15878,tex,tex,SAME
grffile-2.1,tex,tex,SAME
mfware-70015,tex,tex,SAME
dviasm-71902,tex,tex,SAME
bxdpx-beamer-0.3,tex,tex,SAME
enotez-0.10d,tex,tex,SAME
booktabs-1.61803398,tex,tex,SAME
context-sudoku-67289,tex,tex,SAME
bxnewfont-0.2b,tex,tex,SAME
covington-2.14,tex,tex,SAME
crossword-1.13,tex,tex,SAME
subfigmat-1.0,tex,tex,SAME
hhtensor-0.61,tex,tex,SAME
biblatex-iso690-0.4.1,tex,tex,SAME
pst-rubans-1.2,tex,tex,SAME
coursepaper-2.0,tex,tex,SAME
booklet-0.7b,tex,tex,SAME
pst-vowel-1.0,tex,tex,SAME
lualibs-2.76,tex,tex,SAME
uninormalize-0.1,tex,tex,SAME
cluttex-0.6,tex,tex,SAME
oinuit-28668,tex,tex,SAME
karnaugh-21338,tex,tex,SAME
babel-catalan-2.2p,tex,tex,SAME
lparse-0.1.0,tex,tex,SAME
exframe-3.5,tex,tex,SAME
tabularborder-1.0a,tex,tex,SAME
lhcyr-31795,tex,tex,SAME
xcharter-math-0.65,tex,tex,SAME
fltpoint-1.1b,tex,tex,SAME
luaindex-0.1b,tex,tex,SAME
rrgtrees-1.1,tex,tex,SAME
pst-func-1.02a,tex,tex,SAME
exercisebank-0.3.0,tex,tex,SAME
interactiveworkbook-15878,tex,tex,SAME
quattrocento-64372,tex,tex,SAME
roex-45818,tex,tex,SAME
wallcalendar-1.3.1,tex,tex,SAME
randexam-2024F,tex,tex,SAME
palatino-61719,tex,tex,SAME
pst-diffraction-2.06a,tex,tex,SAME
gridslides-0.1.1,tex,tex,SAME
writeongrid-0.1.8,tex,tex,SAME
bibleref-parse-1.1,tex,tex,SAME
ensps-colorscheme-0.0.1,tex,tex,SAME
metalogox-1.07,tex,tex,SAME
subfiles-2.2,tex,tex,SAME
biblatex-publist-2.13,tex,tex,SAME
quran-es-0.1,tex,tex,SAME
context-companion-fonts-72732,tex,tex,SAME
xwatermark-1.5.2d,tex,tex,SAME
mathastext-1.4e,tex,tex,SAME
create-theorem-72830,tex,tex,SAME
epsdice-2.1,tex,tex,SAME
zref-clever-0.5.1,tex,tex,SAME
fontawesome-4.6.3.2,tex,tex,SAME
epspdf-0.6.5.2,tex,tex,SAME
pmboxdraw-1.4,tex,tex,SAME
biblatex-bwl-0.02,tex,tex,SAME
tikzsymbols-4.12a,tex,tex,SAME
systeme-0.35,tex,tex,SAME
uowthesistitlepage-3.0.1,tex,tex,SAME
metaobj-0.93,tex,tex,SAME
jpsj-1.2.2,tex,tex,SAME
turabian-formatting-58561,tex,tex,SAME
mnhyphn-1.4,tex,tex,SAME
cfr-initials-1.01,tex,tex,SAME
physics2-1.0.1,tex,tex,SAME
sidecap-1.7a,tex,tex,SAME
mltex-2.2,tex,tex,SAME
korigamik-1.0,tex,tex,SAME
biblatex-trad-0.5,tex,tex,SAME
idxcmds-0.2c,tex,tex,SAME
ean13isbn-57514,tex,tex,SAME
epsincl-0.2,tex,tex,SAME
math-operator-1.0,tex,tex,SAME
dvdcoll-1.1a,tex,tex,SAME
xcpdftips-1.1,tex,tex,SAME
concmath-fonts-17218,tex,tex,SAME
fonts-churchslavonic-2.3,tex,tex,SAME
pst-solides3d-4.35a,tex,tex,SAME
pictochrono-0.1.0,tex,tex,SAME
bartel-chess-fonts-20619,tex,tex,SAME
dyntree-1.0,tex,tex,SAME
lutabulartools-73345,tex,tex,SAME
hvpygmentex-0.01,tex,tex,SAME
omgtudoc-asoiu-1.1b,tex,tex,SAME
unigrazpub-1.00,tex,tex,SAME
decorule-0.7,tex,tex,SAME
dtk-bibliography-2024-04,tex,tex,SAME
collargs-1.2.0,tex,tex,SAME
xkeyval-2.9,tex,tex,SAME
spot-1.1,tex,tex,SAME
beamercolorthemeowl-0.1.1,tex,tex,SAME
scratch3-0.19,tex,tex,SAME
cahierprof-1.0,tex,tex,SAME
hands-13293,tex,tex,SAME
obnov-0.11,tex,tex,SAME
zwpagelayout-1.4e,tex,tex,SAME
spacekern-0.3,tex,tex,SAME
biblatex-musuos-1.0,tex,tex,SAME
lstbayes-48160,tex,tex,SAME
semesterplanner-1.0,tex,tex,SAME
cmathbb-1.0,tex,tex,SAME
metre-1.0,tex,tex,SAME
colorist-70100,tex,tex,SAME
pst-exa-0.06,tex,tex,SAME
multido-1.42,tex,tex,SAME
lua-tinyyaml-0.4.4,tex,tex,SAME
textopo-1.5,tex,tex,SAME
ifthenx-0.1a,tex,tex,SAME
tikzcodeblocks-0.13,tex,tex,SAME
figput-0.90,tex,tex,SAME
ucharcat-0.03,tex,tex,SAME
msu-thesis-4.3b,tex,tex,SAME
fgruler-1.6,tex,tex,SAME
semesterplannerlua-1.1.2,tex,tex,SAME
gauss-32934,tex,tex,SAME
xduthesis-1.00,tex,tex,SAME
verifycommand-1.11,tex,tex,SAME
cochineal-1.085,tex,tex,SAME
biblatex-apa-9.17,tex,tex,SAME
titlesec-2.17,tex,tex,SAME
lstaddons-0.2,tex,tex,SAME
sides-15878,tex,tex,SAME
nanumtype1-3.0,tex,tex,SAME
ptptex-0.91,tex,tex,SAME
currency-0.4,tex,tex,SAME
feupphdteses-4.0,tex,tex,SAME
elteiktdk-2.1,tex,tex,SAME
cabin-68373,tex,tex,SAME
germbib-15878,tex,tex,SAME
titlefoot-15878,tex,tex,SAME
hitreport-1.0.0,tex,tex,SAME
xepersian-hm-1.1a,tex,tex,SAME
grfpaste-0.2,tex,tex,SAME
r_und_s-1.3i,tex,tex,SAME
babel-friulan-1.3,tex,tex,SAME
bpchem-1.1,tex,tex,SAME
kantlipsum-0.8c,tex,tex,SAME
lwarp-0.918,tex,tex,SAME
ektype-tanka-0.2,tex,tex,SAME
semioneside-0.41,tex,tex,SAME
lyluatex-1.1.5,tex,tex,SAME
metatex-1.1,tex,tex,SAME
cartonaugh-1.0,tex,tex,SAME
umich-thesis-1.20,tex,tex,SAME
youngtab-1.1,tex,tex,SAME
pgfopts-2.1a,tex,tex,SAME
musixguit-1.2.2,tex,tex,SAME
arraysort-1.0,tex,tex,SAME
statistics-2.2,tex,tex,SAME
silence-1.5b,tex,tex,SAME
psizzl-0.35,tex,tex,SAME
fduthesis-0.9a,tex,tex,SAME
sim-os-menus-0.1.4,tex,tex,SAME
concepts-0.0.5-r1,tex,tex,SAME
bibarts-2.6,tex,tex,SAME
pst-pad-0.3b,tex,tex,SAME
changes-4.2.1,tex,tex,SAME
examz-1.0.0,tex,tex,SAME
anonymouspro-2.2,tex,tex,SAME
isonums-1.0,tex,tex,SAME
luahyphenrules-1.1,tex,tex,SAME
luamaths-1.6,tex,tex,SAME
nih-15878,tex,tex,SAME
tapir-0.2,tex,tex,SAME
apacite-6.03,tex,tex,SAME
ucph-revy-1.1.0,tex,tex,SAME
stix2-type1-2.0.2,tex,tex,SAME
mfnfss-46036,tex,tex,SAME
genmpage-0.3.1,tex,tex,SAME
ethiop-0.7,tex,tex,SAME
context-transliterator-61127,tex,tex,SAME
cleanthesis-0.4.0,tex,tex,SAME
snaptodo-70676,tex,tex,SAME
mceinleger-15878,tex,tex,SAME
totpages-2.00,tex,tex,SAME
othelloboard-1.2,tex,tex,SAME
dtxgen-1.08,tex,tex,SAME
verbdef-0.2,tex,tex,SAME
xecjk-3.9.1,tex,tex,SAME
phfextendedabstract-1.0,tex,tex,SAME
footnotebackref-1.0,tex,tex,SAME
sjtutex-2.2,tex,tex,SAME
jslectureplanner-1.14,tex,tex,SAME
hypdoc-1.19,tex,tex,SAME
greek-fontenc-2.6,tex,tex,SAME
babel-kurmanji-1.1,tex,tex,SAME
localloc-56496,tex,tex,SAME
txuprcal-1.00,tex,tex,SAME
biblatex-oxref-3.3,tex,tex,SAME
frcursive-24559,tex,tex,SAME
graphicx-psmin-1.2,tex,tex,SAME
vcell-1.0.2,tex,tex,SAME
etex-pkg-2.7,tex,tex,SAME
graphicxpsd-1.2,tex,tex,SAME
tikz-nfold-1.0.0,tex,tex,SAME
beamertheme-cuerna-42161,tex,tex,SAME
egplot-1.02a,tex,tex,SAME
bibtex8-3.72,tex,tex,SAME
extpfeil-0.4,tex,tex,SAME
hardwrap-0.2,tex,tex,SAME
isotope-0.3,tex,tex,SAME
pst-turtle-0.02,tex,tex,SAME
gotoh-1.1,tex,tex,SAME
xecolor-0.1,tex,tex,SAME
locality-0.2,tex,tex,SAME
tikzquads-1.1,tex,tex,SAME
gfsbaskerville-1.0,tex,tex,SAME
kvoptions-3.15,tex,tex,SAME
tikzmark-1.15,tex,tex,SAME
incgraph-1.3.0,tex,tex,SAME
blowup-2.2.0,tex,tex,SAME
cjk-ko-2.5,tex,tex,SAME
setspace-6.7b,tex,tex,SAME
typoaid-0.4.7,tex,tex,SAME
pst-cie-1.06b,tex,tex,SAME
versonotes-0.5,tex,tex,SAME
xassoccnt-2.0,tex,tex,SAME
polyomino-1.0,tex,tex,SAME
scratchx-1.1,tex,tex,SAME
pst-intersect-0.4,tex,tex,SAME
shipunov-1.2,tex,tex,SAME
volumes-1.0,tex,tex,SAME
verbments-1.2,tex,tex,SAME
ellipse-1.0,tex,tex,SAME
vak-23431,tex,tex,SAME
cyrplain-45692,tex,tex,SAME
gradient-text-1.2,tex,tex,SAME
sympytexpackage-0.3,tex,tex,SAME
spark-otf-0.05a,tex,tex,SAME
footnpag-15878,tex,tex,SAME
adtrees-1.1,tex,tex,SAME
ebezier-4,tex,tex,SAME
amsrefs-2.14,tex,tex,SAME
ipaex-type1-0.5,tex,tex,SAME
tagging-1.1.0.1,tex,tex,SAME
mfpic-1.10,tex,tex,SAME
tikzquests-1.2,tex,tex,SAME
cleveref-0.21.4,tex,tex,SAME
opencolor-1.0.1,tex,tex,SAME
photo-18739,tex,tex,SAME
librebodoni-64431,tex,tex,SAME
tikz-cd-1.0,tex,tex,SAME
logicpuzzle-2.5,tex,tex,SAME
navigator-1.1,tex,tex,SAME
texaccents-1.0.1,tex,tex,SAME
beuron-1.3,tex,tex,SAME
luacode-1.2a,tex,tex,SAME
fifo-stack-1.0,tex,tex,SAME
beamertheme-phnompenh-1.0,tex,tex,SAME
gitinfo-1.0,tex,tex,SAME
teubner-5.8.3,tex,tex,SAME
aguplus-1.6b,tex,tex,SAME
cmdstring-1.1,tex,tex,SAME
labelschanged-1.01,tex,tex,SAME
beamertheme-mirage-1.1.1,tex,tex,SAME
vocaltract-1,tex,tex,SAME
drawmatrix-1.5.0,tex,tex,SAME
hepnames-2.0,tex,tex,SAME
sacsymb-65768,tex,tex,SAME
bguq-0.4,tex,tex,SAME
babel-estonian-1.1a,tex,tex,SAME
floatrowbytocbasic-1.0,tex,tex,SAME
lualatex-truncate-1.1,tex,tex,SAME
luabidi-0.6,tex,tex,SAME
newvbtm-1.1,tex,tex,SAME
gnuplottex-0.9.5,tex,tex,SAME
bookdb-0.2,tex,tex,SAME
siunitx-3.4.6,tex,tex,SAME
ocr-b-outline-20969,tex,tex,SAME
hobby-1.12,tex,tex,SAME
msc-2.00,tex,tex,SAME
beamertheme-tcolorbox-0.9,tex,tex,SAME
biblatex-spbasic-0.04,tex,tex,SAME
dancers-13293,tex,tex,SAME
pst-ovl-0.07b,tex,tex,SAME
semaphor-18651,tex,tex,SAME
songproj-1.2.0,tex,tex,SAME
polyhedra-0.3,tex,tex,SAME
cmextra-57866,tex,tex,SAME
pronunciation-1.0.2,tex,tex,SAME
baskervaldadf-1.1,tex,tex,SAME
functional-2024C,tex,tex,SAME
pst-abspos-0.2,tex,tex,SAME
xint-regression-0.1.0,tex,tex,SAME
docmute-1.4,tex,tex,SAME
ntheorem-1.33,tex,tex,SAME
postit-0.1.4,tex,tex,SAME
circ-1.1,tex,tex,SAME
supertabular-4.2c,tex,tex,SAME
freealign-2024A,tex,tex,SAME
uptex-base-73291,tex,tex,SAME
hvqrurl-0.09,tex,tex,SAME
leftindex-0.2beta,tex,tex,SAME
librefranklin-64441,tex,tex,SAME
fixpdfmag-15878,tex,tex,SAME
weiqi-0.1,tex,tex,SAME
bxjscls-2.9c,tex,tex,SAME
outilsgeomtikz-0.1.6,tex,tex,SAME
dejavu-otf-0.06,tex,tex,SAME
ecv-0.3,tex,tex,SAME
csthm-1.3,tex,tex,SAME
useclass-1.1,tex,tex,SAME
namedtensor-0.4,tex,tex,SAME
easy-todo-32677,tex,tex,SAME
eemeir-1.1b,tex,tex,SAME
q-and-a-69164,tex,tex,SAME
aomart-1.33,tex,tex,SAME
rbt-mathnotes-1.0.2,tex,tex,SAME
colorweb-1.3,tex,tex,SAME
dateiliste-0.6,tex,tex,SAME
paper-1.0l,tex,tex,SAME
lccaps-1.0,tex,tex,SAME
nmbib-1.05,tex,tex,SAME
pst-grad-1.06,tex,tex,SAME
biblatex-chicago-2.3b,tex,tex,SAME
thesis-titlepage-fhac-0.1,tex,tex,SAME
exercise-1.6,tex,tex,SAME
txfonts-15878,tex,tex,SAME
pst-lsystem-0.02,tex,tex,SAME
secdot-1.0,tex,tex,SAME
kotex-utf-3.0.0,tex,tex,SAME
delimset-2.2,tex,tex,SAME
rigidnotation-1.0.0,tex,tex,SAME
blopentype-0.0.4,tex,tex,SAME
outliner-0.94,tex,tex,SAME
easyformat-1.4.0,tex,tex,SAME
multiaudience-1.04,tex,tex,SAME
profsio-0.3.0,tex,tex,SAME
foekfont-15878,tex,tex,SAME
gtrcrd-1.1,tex,tex,SAME
byrne-0.2.2,tex,tex,SAME
simplekv-0.2c,tex,tex,SAME
fp-2.1d,tex,tex,SAME
gfscomplutum-1.0,tex,tex,SAME
cooperhewitt-64967,tex,tex,SAME
varindex-2.3,tex,tex,SAME
randomwalk-0.6,tex,tex,SAME
environ-0.3,tex,tex,SAME
baskervaldx-1.08,tex,tex,SAME
apalike2-54080,tex,tex,SAME
pittetd-1.618,tex,tex,SAME
fontools-73362,tex,tex,SAME
pagella-otf-0.02,tex,tex,SAME
tikz-imagelabels-0.2,tex,tex,SAME
pagerange-0.5,tex,tex,SAME
multicap-15878,tex,tex,SAME
punk-27388,tex,tex,SAME
totcount-1.2,tex,tex,SAME
snotez-0.7,tex,tex,SAME
lapdf-1.1,tex,tex,SAME
splines-0.2,tex,tex,SAME
etaremune-1.2,tex,tex,SAME
gelasio-71047,tex,tex,SAME
biblatex-dw-1.7b,tex,tex,SAME
yb-book-0.6.3,tex,tex,SAME
pst-vehicle-1.3,tex,tex,SAME
adhocfilelist-29349,tex,tex,SAME
calrsfs-17125,tex,tex,SAME
realtranspose-1.1,tex,tex,SAME
abbr-15878,tex,tex,SAME
esstix-1.0,tex,tex,SAME
kerkis-1.11,tex,tex,SAME
hduthesis-1.0.0,tex,tex,SAME
caption-68425,tex,tex,SAME
pst-rputover-1.0,tex,tex,SAME
semantic-2.0,tex,tex,SAME
labels4easylist-1.0,tex,tex,SAME
mnotes-0.9,tex,tex,SAME
biblatex-opcit-booktitle-1.9.0,tex,tex,SAME
apalike-german-65403,tex,tex,SAME
embedall-2.0,tex,tex,SAME
convbkmk-0.30,tex,tex,SAME
mcf2graph-5.19,tex,tex,SAME
hep-1.0,tex,tex,SAME
yfonts-t1-1.0,tex,tex,SAME
suanpan-l3-1.2.4,tex,tex,SAME
texilikechaps-1.0a,tex,tex,SAME
cooking-0.9b,tex,tex,SAME
pb-diagram-5.0,tex,tex,SAME
picture-1.6,tex,tex,SAME
undolabl-1.0o,tex,tex,SAME
lua-uca-0.1d,tex,tex,SAME
highlightlatex-58392,tex,tex,SAME
overpic-2.1,tex,tex,SAME
delimtxt-16549,tex,tex,SAME
parskip-2.0h,tex,tex,SAME
parsimatn-2.2,tex,tex,SAME
datetime2-czech-1.1,tex,tex,SAME
swungdash-1.0.0,tex,tex,SAME
orcidlink-1.1.0,tex,tex,SAME
hycolor-1.10,tex,tex,SAME
flabels-1.0,tex,tex,SAME
minutes-1.8f,tex,tex,SAME
ksp-thesis-1.0.2,tex,tex,SAME
cascadiamono-otf-0.3,tex,tex,SAME
alkalami-1.000,tex,tex,SAME
frletter-15878,tex,tex,SAME
morisawa-46946,tex,tex,SAME
ftc-notebook-1.1,tex,tex,SAME
shuffle-1.0,tex,tex,SAME
selinput-1.6,tex,tex,SAME
babel-greek-1.15,tex,tex,SAME
currfile-1.0,tex,tex,SAME
zootaxa-bst-1.0,tex,tex,SAME
biblatex-ijsra-0.1,tex,tex,SAME
tiscreen-62602,tex,tex,SAME
hereapplies-1.0.2,tex,tex,SAME
colordoc-18270,tex,tex,SAME
lecturer-23916,tex,tex,SAME
babel-slovenian-1.2o,tex,tex,SAME
setspaceenhanced-1.04,tex,tex,SAME
babel-azerbaijani-1.0a,tex,tex,SAME
stage-1.03,tex,tex,SAME
nowidow-1.0,tex,tex,SAME
datetime2-serbian-2.1.0,tex,tex,SAME
tugboat-2.34,tex,tex,SAME
fink-2.2.1,tex,tex,SAME
esami-2.9,tex,tex,SAME
tdclock-2.5,tex,tex,SAME
longdivision-1.2.2,tex,tex,SAME
gsemthesis-0.9.4,tex,tex,SAME
listofitems-1.65,tex,tex,SAME
emoji-0.2.2,tex,tex,SAME
articleingud-0.3,tex,tex,SAME
refstyle-0.6b,tex,tex,SAME
latexfileversion-0.3,tex,tex,SAME
xpeek-0.2,tex,tex,SAME
biblatex-abnt-4.0,tex,tex,SAME
horoscop-1.01,tex,tex,SAME
esindex-1.8,tex,tex,SAME
bullcntr-0.04,tex,tex,SAME
prodint-21893,tex,tex,SAME
pst-ode-0.19,tex,tex,SAME
notoccite-18129,tex,tex,SAME
iso-2.4,tex,tex,SAME
gitfile-info-0.5,tex,tex,SAME
makecell-0.1e,tex,tex,SAME
bloques-1.0,tex,tex,SAME
luaxml-0.2b,tex,tex,SAME
cooking-units-3.00,tex,tex,SAME
tikz-ladder-1.3,tex,tex,SAME
codepage-51502,tex,tex,SAME
fillwith-0.3,tex,tex,SAME
txgreeks-1.0,tex,tex,SAME
pxcjkcat-1.6,tex,tex,SAME
abnt-55471,tex,tex,SAME
srdp-mathematik-1.13.2,tex,tex,SAME
ucbthesis-3.6,tex,tex,SAME
bibcop-0.0.25,tex,tex,SAME
changelog-2.6.0,tex,tex,SAME
makecmds-15878,tex,tex,SAME
pawpict-1.0,tex,tex,SAME
tikz-lake-fig-1.0,tex,tex,SAME
zxjatype-0.7,tex,tex,SAME
xepersian-25.2.2,tex,tex,SAME
bidishadowtext-0.1,tex,tex,SAME
starfont-1.2,tex,tex,SAME
strands-1.1,tex,tex,SAME
xcntperchap-0.5,tex,tex,SAME
mla-paper-54080,tex,tex,SAME
yafoot-1.1,tex,tex,SAME
biblatex-ajc2020unofficial-0.2.0,tex,tex,SAME
tkz-doc-1.45c,tex,tex,SAME
jmn-45751,tex,tex,SAME
idxlayout-0.4d,tex,tex,SAME
zed-csp-17258,tex,tex,SAME
revquantum-0.11,tex,tex,SAME
pkgloader-0.7.0,tex,tex,SAME
gustlib-54074,tex,tex,SAME
bredzenie-1.0,tex,tex,SAME
dsserif-1.031,tex,tex,SAME
flagderiv-0.10,tex,tex,SAME
rvwrite-1.2,tex,tex,SAME
